,Image_name,Card-set,Card_number,Rarity,Card_name,Card type,Attribute,Types,Level,Attack,Defense
2926,EOJ-EN022 R.png,Enemy of Justice,EOJ-EN022,Rare,Banisher of the Radiance,Monster,LIGHT,Fairy / Effect,3,1600,0
2927,CROS-EN045 UR.png,Crossed Souls,CROS-EN045,Ultra Rare,Ritual Beast Ulti-Gaiapelio,Monster,LIGHT,Psychic / Fusion / Effect,10,3200,2100
2928,IOC-090 C.png,Invasion of Chaos,IOC-090,Common,Ryu Kokki,Monster,DARK,Zombie / Effect,6,2400,2000
2929,SOD-EN019 R.png,Soul of the Duelist,SOD-EN019,Rare,Ninja Grandmaster Sasuke,Monster,LIGHT,Warrior / Effect,4,1800,1000
2930,COTD-EN003 C.png,Code of the Duelist,COTD-EN003,Common,Stack Reviver,Monster,DARK,Cyberse / Effect,2,100,600
2931,TAEV-EN032 R.png,Tactical Evolution,TAEV-EN032,Rare,Neo Space Pathfinder,Monster,LIGHT,Warrior / Effect,4,1800,800
2932,EXVC-EN081 ScR.png,Extreme Victory,EXVC-EN081,Secret Rare,Vampire Dragon,Monster,DARK,Zombie / Effect,5,2400,0
2933,LODT-EN092 ScR.png,Light of Destruction,LODT-EN092,Secret Rare,Angel O7,Monster,LIGHT,Fairy / Effect,7,2500,1500
2934,BODE-EN007 ScR.png,Burst of Destiny,BODE-EN007,Secret Rare,"Incredible Ecclesia, the Virtuous",Monster,LIGHT,Spellcaster / Tuner / Effect,4,1500,1500
2935,NECH-EN001 R.png,The New Challengers,NECH-EN001,Rare,Performapal Cheermole,Monster,EARTH,Beast / Pendulum / Effect,2,600,1000
2936,FOTB-EN005 C.png,Force of the Breaker,FOTB-EN005,Common,Crystal Beast Amber Mammoth,Monster,EARTH,Beast / Effect,4,1700,1600
2937,DCR-060 C.png,Dark Crisis,DCR-060,Common,Dark Scorpion - Gorg the Strong,Monster,DARK,Warrior / Effect,5,1800,1500
2938,GFP2-EN122 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN122,Ultra Rare,Sanwitch,Monster,DARK,Spellcaster / Fusion,6,2100,1800
2939,STON-EN025 C.png,Strike of Neos,STON-EN025,Common,Silent Abyss,Monster,WATER,Reptile / Effect,7,2000,1500
2940,GAOV-EN040 SP.png,Galactic Overlord,GAOV-EN040,Short Print,Nomadic Force,Monster,WIND,Warrior / Effect,4,1700,1000
2941,LED8-EN001 SR.png,Legendary Duelists: Synchro Storm,LED8-EN001,Super Rare,Clear Wing Synchro Dragon,Monster,WIND,Dragon / Synchro / Effect,7,2500,2000
2942,PHSW-EN002 C.png,Photon Shockwave,PHSW-EN002,Common,Rabidragon,Monster,LIGHT,Dragon,8,2950,2900
2943,EXVC-EN086 UR.png,Extreme Victory,EXVC-EN086,Ultra Rare,Gladiator Beast Essedarii,Monster,EARTH,Beast / Fusion / Effect,5,2500,1400
2944,GENF-EN031 C.png,Generation Force,GENF-EN031,Common,Poki Draco,Monster,FIRE,Dragon / Effect,3,200,100
2945,GLAS-EN044 ScR.png,Gladiator's Assault,GLAS-EN044,Secret Rare,Gladiator Beast Heraklinos,Monster,FIRE,Beast-Warrior / Fusion / Effect,8,3000,2800
2946,DREV-EN024 C.png,Duelist Revolution,DREV-EN024,Common,Wattbetta,Monster,LIGHT,Thunder / Tuner,2,100,0
2947,STON-EN020 R.png,Strike of Neos,STON-EN020,Rare,Fusion Devourer,Monster,DARK,Fiend / Effect,4,1400,1200
2948,IGAS-EN042 SR.png,Ignition Assault,IGAS-EN042,Super Rare,Wind Pegasus @Ignister,Monster,WIND,Cyberse / Synchro / Effect,7,2300,1500
2949,TSHD-EN038 SP.png,The Shining Darkness,TSHD-EN038,Short Print,Hunter of Black Feathers,Monster,LIGHT,Beast-Warrior / Effect,4,1700,1000
2950,SHVI-EN048 SR.png,Shining Victories,SHVI-EN048,Super Rare,Lunalight Leo Dancer,Monster,DARK,Beast-Warrior / Fusion / Effect,10,3500,3000
2951,SOI-EN003 UR.png,Shadow of Infinity,SOI-EN003,Ultra Rare,"Raviel, Lord of Phantasms",Monster,DARK,Fiend / Effect,10,4000,4000
2952,REDU-EN022 C.png,Return of the Duelist,REDU-EN022,Common,Madolche Baaple,Monster,EARTH,Beast / Effect,3,0,1800
2953,MFC-009 C.png,Magician's Force,MFC-009,Common,Kiryu,Monster,DARK,Dragon / Union,5,2000,1500
2954,SAST-EN016 R.png,Savage Strike,SAST-EN016,Rare,"World Legacy - ""World Ark""",Monster,DARK,Machine / Effect,7,2500,500
2955,STBL-EN000 SR.png,Starstrike Blast,STBL-EN000,Super Rare,Archfiend Empress,Monster,DARK,Fiend / Effect,8,2900,2100
2956,LTGY-EN027 C.png,Lord of the Tachyon Galaxy,LTGY-EN027,Common,Brotherhood of the Fire Fist - Leopard,Monster,FIRE,Beast-Warrior / Effect,3,0,200
2957,STOR-EN099 ScR.png,Storm of Ragnarok,STOR-EN099,Secret Rare,Vylon Delta,Monster,LIGHT,Fairy / Synchro / Effect,7,1700,2800
2958,INOV-EN036 SR.png,Invasion: Vengeance,INOV-EN036,Super Rare,Cyber Angel Vrash,Monster,LIGHT,Fairy / Ritual / Effect,10,3000,2000
2959,MRD-063 C.png,Metal Raiders,MRD-063,Common,Swamp Battleguard,Monster,EARTH,Warrior / Effect,5,1800,1500
2960,FET-EN019 C.png,Flaming Eternity,FET-EN019,Common,Mecha-Dog Marron,Monster,LIGHT,Machine / Effect,4,1000,1000
2961,MRL-092 C.png,Spell Ruler,MRL-092,Common,Ceremonial Bell,Monster,LIGHT,Spellcaster / Effect,3,0,1850
2962,EOJ-EN015 R.png,Enemy of Justice,EOJ-EN015,Rare,Majestic Mech - Ohka,Monster,LIGHT,Fairy / Effect,6,2400,1400
2963,PHSW-EN029 C.png,Photon Shockwave,PHSW-EN029,Common,Naturia Marron,Monster,EARTH,Plant / Effect,3,1200,700
2964,SOVR-EN021 C.png,Stardust Overdrive,SOVR-EN021,Common,Reptilianne Medusa,Monster,DARK,Reptile / Effect,6,2200,800
2965,RIRA-EN004 C.png,Rising Rampage,RIRA-EN004,Common,Marincess Sea Star,Monster,WATER,Cyberse / Effect,2,800,400
2966,TSHD-EN018 SR.png,The Shining Darkness,TSHD-EN018,Super Rare,Bird of Roses,Monster,WIND,Plant / Effect,4,1800,1500
2967,GFP2-EN031 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN031,Ultra Rare,Leraje the God of Archery,Monster,DARK,Fiend / Effect,4,1800,1600
2968,LTGY-EN033 C.png,Lord of the Tachyon Galaxy,LTGY-EN033,Common,Legendary Atlantean Tridon,Monster,WATER,Sea Serpent / Effect,3,1600,800
2969,LOD-034 UR.png,Legacy of Darkness,LOD-034,Ultra Rare,Tyrant Dragon,Monster,FIRE,Dragon / Effect,8,2900,2500
2970,DUEA-EN018 UR.png,Duelist Alliance,DUEA-EN018,Ultra Rare,Satellarknight Deneb,Monster,LIGHT,Warrior / Effect,4,1500,1000
2971,LED8-EN050 C.png,Legendary Duelists: Synchro Storm,LED8-EN050,Common,Rush Warrior,Monster,WIND,Warrior / Effect,2,300,1200
2972,SHVI-EN083 ScR.png,Shining Victories,SHVI-EN083,Secret Rare,Kozmoll Dark Lady,Monster,DARK,Psychic / Effect,5,2200,1800
2973,CROS-EN021 R.png,Crossed Souls,CROS-EN021,Rare,Stellarknight Zefraxciton,Monster,LIGHT,Fiend / Pendulum / Effect,4,1900,0
2974,SOVR-EN084 UR.png,Stardust Overdrive,SOVR-EN084,Ultra Rare,"Yellow Baboon, Archer of the Forest",Monster,EARTH,Beast / Effect,7,2600,1800
2975,ABPF-EN093 R.png,Absolute Powerforce,ABPF-EN093,Rare,Viser Des,Monster,DARK,Fiend / Effect,4,500,1200
2976,STOR-EN012 C.png,Storm of Ragnarok,STOR-EN012,Common,Garmr of the Nordic Beasts,Monster,DARK,Beast / Effect,4,800,1900
2977,AST-059 C.png,Ancient Sanctuary,AST-059,Common,Fiend Scorpion,Monster,EARTH,Insect,2,900,200
2978,IOC-001 C.png,Invasion of Chaos,IOC-001,Common,Ojama Yellow,Monster,LIGHT,Beast / Normal,2,0,1000
2979,ANPR-EN036 C.png,Ancient Prophecy,ANPR-EN036,Common,XX-Saber Ragigura,Monster,EARTH,Beast-Warrior / Effect,1,200,1000
2980,CBLZ-EN016 C.png,Cosmo Blazer,CBLZ-EN016,Common,Heraldic Beast Unicorn,Monster,LIGHT,Beast / Effect,4,1100,1600
2981,ROTD-EN089 SR.png,Rise of the Duelist,ROTD-EN089,Super Rare,Speedroid Block-n-Roll,Monster,WIND,Machine / Effect,4,1000,1800
2982,RDS-EN015 C.png,Rise of Destiny,RDS-EN015,Common,Roc from the Valley of Haze,Monster,WIND,Winged Beast / Effect,6,2400,1400
2983,JOTL-EN040 SP.png,Judgment of the Light,JOTL-EN040,Short Print,Yellow Duston,Monster,EARTH,Fiend / Effect,1,0,1000
2984,ABPF-EN005 SR.png,Absolute Powerforce,ABPF-EN005,Super Rare,Ogre of the Scarlet Sorrow,Monster,DARK,Fiend / Effect,4,0,0
2985,IOC-015 C.png,Invasion of Chaos,IOC-015,Common,Coach Goblin,Monster,EARTH,Fiend / Effect,4,1200,1500
2986,LIOV-EN008 UR.png,Lightning Overdrive,LIOV-EN008,Ultra Rare,Amazement Attendant Comica,Monster,LIGHT,Machine / Effect,4,1400,1800
2987,GLAS-EN041 ScR.png,Gladiator's Assault,GLAS-EN041,Secret Rare,Super Vehicroid - Stealth Union,Monster,EARTH,Machine / Fusion / Effect,9,3600,3000
2988,LVAL-EN012 C.png,Legacy of the Valiant,LVAL-EN012,Common,Gorgonic Gargoyle,Monster,DARK,Rock / Effect,3,1000,800
2989,SECE-EN013 SR.png,Secrets of Eternity,SECE-EN013,Super Rare,Infernoid Antra,Monster,FIRE,Fiend / Effect,2,0,2000
2990,LODT-EN037 SR.png,Light of Destruction,LODT-EN037,Super Rare,DUCKER Mobile Cannon,Monster,LIGHT,Machine / Flip / Effect,3,500,500
2991,IOC-030 SP.png,Invasion of Chaos,IOC-030,Short Print,Granadora,Monster,WATER,Reptile / Effect,4,1900,700
2992,GFP2-EN040 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN040,Ultra Rare,Proxy Horse,Monster,LIGHT,Cyberse / Effect,4,1100,1100
2993,MRL-013 C.png,Spell Ruler,MRL-013,Common,Guardian of the Throne Room,Monster,LIGHT,Machine,4,1650,1600
2994,TSHD-EN094 C.png,The Shining Darkness,TSHD-EN094,Common,X-Saber Pashuul,Monster,EARTH,Warrior / Tuner,2,100,0
2995,LTGY-EN008 R.png,Lord of the Tachyon Galaxy,LTGY-EN008,Rare,Big Whale,Monster,WATER,Fish / Effect,9,1000,3000
2996,MRL-091 R.png,Spell Ruler,MRL-091,Rare,Flying Kamakiri #1,Monster,WIND,Insect / Effect,4,1400,900
2997,FOTB-EN013 C.png,Force of the Breaker,FOTB-EN013,Common,Volcanic Hammerer,Monster,FIRE,Pyro / Effect,5,2400,1500
2998,SHSP-EN081 R.png,Shadow Specters,SHSP-EN081,Rare,Bujingi Raven,Monster,LIGHT,Winged Beast / Effect,4,1600,900
2999,RDS-EN016 R.png,Rise of Destiny,RDS-EN016,Rare,Sasuke Samurai #4,Monster,WIND,Warrior / Effect,4,1200,1200
3000,DAMA-EN031 C.png,Dawn of Majesty,DAMA-EN031,Common,Aeropixthree,Monster,WIND,Fairy / Tuner / Effect,1,200,200
3001,ABYR-EN019 C.png,Abyss Rising,ABYR-EN019,Common,Mermail Abysslung,Monster,WATER,Fish / Effect,4,1200,1800
3002,SHSP-EN084 ScR.png,Shadow Specters,SHSP-EN084,Secret Rare,Lady of the Lake,Monster,LIGHT,Aqua / Tuner / Effect,1,200,1800
3003,LOD-057 C.png,Legacy of Darkness,LOD-057,Common,Serpentine Princess,Monster,WATER,Reptile / Effect,4,1400,2000
3004,MRD-043 C.png,Metal Raiders,MRD-043,Common,Morinphen,Monster,DARK,Fiend,5,1550,1300
3005,LIOV-EN003 UR.png,Lightning Overdrive,LIOV-EN003,Ultra Rare,ZS - Ascended Sage,Monster,LIGHT,Warrior / Effect,4,900,300
3006,ORCS-EN023 SR.png,Order of Chaos,ORCS-EN023,Super Rare,Wind-Up Rat,Monster,EARTH,Beast / Effect,3,600,600
3007,LOB-075 C.png,Legend of Blue Eyes White Dragon,LOB-075,Common,Man Eater,Monster,EARTH,Plant,2,800,600
3008,GENF-EN018 C.png,Generation Force,GENF-EN018,Common,Spearfish Soldier,Monster,WIND,Sea Serpent / Effect,4,1700,1100
3009,REDU-EN091 R.png,Return of the Duelist,REDU-EN091,Rare,"Eco, Mystical Spirit of the Forest",Monster,EARTH,Plant / Effect,4,1700,1000
3010,LOB-068 R.png,Legend of Blue Eyes White Dragon,LOB-068,Rare,Giant Soldier of Stone,Monster,EARTH,Rock / Normal,3,1300,2000
3011,SOVR-EN003 SR.png,Stardust Overdrive,SOVR-EN003,Super Rare,Max Warrior,Monster,WIND,Warrior / Effect,4,1800,800
3012,EOJ-EN001 C.png,Enemy of Justice,EOJ-EN001,Common,Destiny HERO - Doom Lord,Monster,DARK,Warrior / Effect,3,600,800
3013,POTD-EN028 R.png,Power of the Duelist,POTD-EN028,Rare,Alien Mother,Monster,DARK,Reptile / Effect,6,2300,1500
3014,REDU-EN090 C.png,Return of the Duelist,REDU-EN090,Common,Chewbone,Monster,EARTH,Zombie / Flip / Effect,3,300,300
3015,PRIO-EN020 C.png,Primal Origin,PRIO-EN020,Common,Sylvan Lotuswain,Monster,WATER,Plant / Effect,5,2300,1100
3016,PGD-074 C.png,Pharaonic Guardian,PGD-074,Common,Charm of Shabti,Monster,EARTH,Rock / Effect,1,100,100
3017,EOJ-EN036 C.png,Enemy of Justice,EOJ-EN036,Common,Elemental HERO Necroid Shaman,Monster,DARK,Warrior / Fusion / Effect,6,1900,1800
3018,DANE-EN012 R.png,Dark Neostorm,DANE-EN012,Rare,T.G. Halberd Cannon/Assault Mode,Monster,EARTH,Machine / Effect,12,4500,4500
3019,JOTL-EN039 SP.png,Judgment of the Light,JOTL-EN039,Short Print,"Flying ""C""",Monster,EARTH,Insect / Effect,3,700,700
3020,DUEA-EN006 R.png,Duelist Alliance,DUEA-EN006,Rare,Performapal Whip Snake,Monster,EARTH,Reptile / Effect,4,1700,900
3021,EXVC-EN000 SR.png,Extreme Victory,EXVC-EN000,Super Rare,Reborn Tengu,Monster,WIND,Beast-Warrior / Effect,4,1700,600
3022,LVAL-EN019 C.png,Legacy of the Valiant,LVAL-EN019,Common,Sylvan Guardioak,Monster,EARTH,Plant / Effect,6,2400,1500
3023,IGAS-EN009 R.png,Ignition Assault,IGAS-EN009,Rare,Ancient Warriors - Graceful Zhou Gong,Monster,WATER,Beast-Warrior / Effect,4,1600,1600
3024,BLVO-EN024 SR.png,Blazing Vortex,BLVO-EN024,Super Rare,"Maha Vailo, Light of the Heavens",Monster,LIGHT,Spellcaster / Effect,8,1550,1400
3025,TDIL-EN042 SP.png,The Dark Illusion,TDIL-EN042,Short Print,Fairy Tail - Snow,Monster,LIGHT,Spellcaster / Effect,4,1850,1000
3026,PTDN-EN029 C.png,Phantom Darkness,PTDN-EN029,Common,The Immortal Bushi,Monster,DARK,Warrior / Effect,3,1200,600
3027,BOSH-EN091 R.png,Breakers of Shadow,BOSH-EN091,Rare,Fiendish Rhino Warrior,Monster,EARTH,Fiend / Effect,3,1400,900
3028,GFP2-EN075 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN075,Ultra Rare,D/D Necro Slime,Monster,DARK,Fiend / Effect,1,300,300
3029,SHVI-EN035 C.png,Shining Victories,SHVI-EN035,Common,Digital Bug Websolder,Monster,LIGHT,Insect / Effect,3,500,1500
3030,ETCO-EN085 C.png,Eternity Code,ETCO-EN085,Common,"Bluebeard, the Plunder Patroll Shipwright",Monster,WATER,Fiend / Effect,4,500,1000
3031,MFC-065 SR.png,Magician's Force,MFC-065,Super Rare,Skilled Dark Magician,Monster,DARK,Spellcaster / Effect,4,1900,1700
3032,TDIL-EN083 UR.png,The Dark Illusion,TDIL-EN083,Ultra Rare,Subterror Behemoth Umastryx,Monster,EARTH,Reptile / Flip / Effect,7,2000,2700
3033,PSV-047 C.png,Pharaoh's Servant,PSV-047,Common,Cyber Falcon,Monster,WIND,Machine,4,1400,1200
3034,LON-056 C.png,Labyrinth of Nightmare,LON-056,Common,The Earl of Demise,Monster,DARK,Fiend / Normal,5,2000,700
3035,AST-111 ScR.png,Ancient Sanctuary,AST-111,Secret Rare,Mazera DeVille,Monster,DARK,Fiend / Effect,8,2800,2300
3036,RDS-EN004 C.png,Rise of Destiny,RDS-EN004,Common,Harpie Girl,Monster,WIND,Winged Beast,2,500,500
3037,TDIL-EN084 UR.png,The Dark Illusion,TDIL-EN084,Ultra Rare,Subterror Behemoth Stalagmo,Monster,EARTH,Rock / Flip / Effect,10,2800,2100
3038,BACH-EN038 UR.png,Battle of Chaos,BACH-EN038,Ultra Rare,Dinomorphia Kentregina,Monster,DARK,Dinosaur / Fusion / Effect,6,4000,0
3039,ROTD-EN022 C.png,Rise of the Duelist,ROTD-EN022,Common,Edge Imp Scythe,Monster,DARK,Fiend / Effect,3,1000,0
3040,RGBT-EN082 ScR.png,Raging Battle,RGBT-EN082,Secret Rare,Immortal Ruler,Monster,EARTH,Zombie / Effect,4,1800,200
3041,PRIO-EN004 C.png,Primal Origin,PRIO-EN004,Common,Heliosphere Dragon,Monster,LIGHT,Dragon / Effect,4,0,1900
3042,CYHO-EN018 C.png,Cybernetic Horizon,CYHO-EN018,Common,Metaphys Decoy Dragon,Monster,LIGHT,Wyrm / Pendulum / Effect,2,300,200
3043,GAOV-EN031 R.png,Galactic Overlord,GAOV-EN031,Rare,Inzektor Giga-Cricket,Monster,DARK,Insect / Effect,5,2000,1300
3044,DAMA-EN013 SR.png,Dawn of Majesty,DAMA-EN013,Super Rare,Chronomaly Magella Globe,Monster,LIGHT,Machine / Effect,4,1500,300
3045,GAOV-EN016 R.png,Galactic Overlord,GAOV-EN016,Rare,Rocket Arrow Express,Monster,EARTH,Machine / Effect,10,5000,0
3046,PGD-032 C.png,Pharaonic Guardian,PGD-032,Common,Cobraman Sakuzy,Monster,EARTH,Reptile / Effect,3,800,1400
3047,EOJ-EN035 SR.png,Enemy of Justice,EOJ-EN035,Super Rare,Elemental HERO Wild Wingman,Monster,EARTH,Warrior / Fusion / Effect,8,1900,2300
3048,PHSW-EN005 R.png,Photon Shockwave,PHSW-EN005,Rare,Kagetokage,Monster,DARK,Reptile / Effect,4,1100,1500
3049,GFP2-EN085 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN085,Ultra Rare,Tenyi Spirit - Mapura,Monster,FIRE,Wyrm / Effect,4,600,1500
3050,IGAS-EN033 C.png,Ignition Assault,IGAS-EN033,Common,Cupid Serve,Monster,LIGHT,Fairy / Effect,2,1000,600
3051,JOTL-EN047 ScR.png,Judgment of the Light,JOTL-EN047,Secret Rare,Star Eater,Monster,LIGHT,Dragon / Synchro / Effect,11,3200,2800
3052,SHSP-EN009 C.png,Shadow Specters,SHSP-EN009,Common,Secret Sect Druid Dru,Monster,DARK,Spellcaster / Effect,4,1800,0
3053,CSOC-EN033 C.png,Crossroads of Chaos,CSOC-EN033,Common,Comrade Swordsman of Landstar,Monster,EARTH,Warrior / Tuner,3,500,1200
3054,CDIP-EN009 C.png,Cyberdark Impact,CDIP-EN009,Common,Dark Lucius LV4,Monster,EARTH,Fiend / Effect,4,1000,300
3055,IGAS-EN014 C.png,Ignition Assault,IGAS-EN014,Common,"Karakuri Bonze mdl 9763 ""Kunamzan""",Monster,EARTH,Machine / Effect,5,2000,1500
3056,SHVI-EN000 R.png,Shining Victories,SHVI-EN000,Rare,Magical Cavalry of Cxulub,Monster,EARTH,Dinosaur / Pendulum / Effect,4,1500,1800
3057,GFP2-EN104 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN104,Ultra Rare,Box of Friends,Monster,LIGHT,Machine / Effect,1,0,0
3058,PHRA-EN031 UR.png,Phantom Rage,PHRA-EN031,Ultra Rare,Brigrand the Glory Dragon,Monster,DARK,Beast / Fusion / Effect,8,2500,2000
3059,LODT-EN019 UR.png,Light of Destruction,LODT-EN019,Ultra Rare,"Lyla, Lightsworn Sorceress",Monster,LIGHT,Spellcaster / Effect,4,1700,200
3060,GAOV-EN083 SR.png,Galactic Overlord,GAOV-EN083,Super Rare,Evoltile Elginero,Monster,FIRE,Reptile / Effect,2,0,0
3061,NECH-EN006 C.png,The New Challengers,NECH-EN006,Common,Elegy the Melodious Diva,Monster,LIGHT,Fairy / Effect,5,2000,1200
3062,MRL-024 R.png,Spell Ruler,MRL-024,Rare,Hiro's Shadow Scout,Monster,DARK,Fiend / Effect,2,650,500
3063,ABPF-EN019 SR.png,Absolute Powerforce,ABPF-EN019,Super Rare,Oracle of the Sun,Monster,LIGHT,Spellcaster / Effect,5,1000,2000
3064,SOVR-EN020 C.png,Stardust Overdrive,SOVR-EN020,Common,Reptilianne Gorgon,Monster,DARK,Reptile / Effect,3,1400,1400
3065,STBL-EN095 ScR.png,Starstrike Blast,STBL-EN095,Secret Rare,Genex Ally Duradark,Monster,DARK,Machine / Effect,4,1800,200
3066,TSHD-EN090 C.png,The Shining Darkness,TSHD-EN090,Common,Genex Controller,Monster,DARK,Machine / Tuner / Normal,3,1400,1200
3067,ETCO-EN038 C.png,Eternity Code,ETCO-EN038,Common,Goldilocks the Battle Landscaper,Monster,EARTH,Machine / Effect,10,0,3000
3068,MRL-009 C.png,Spell Ruler,MRL-009,Common,Queen Bird,Monster,WIND,Winged Beast,5,1200,2000
3069,CSOC-EN098 ScR.png,Crossroads of Chaos,CSOC-EN098,Secret Rare,Elemental HERO Divine Neos,Monster,LIGHT,Warrior / Fusion / Effect,12,2500,2500
3070,ABYR-EN022 C.png,Abyss Rising,ABYR-EN022,Common,Hermit of Prophecy,Monster,EARTH,Spellcaster / Effect,3,1200,700
3071,DOCS-EN029 R.png,Dimension of Chaos,DOCS-EN029,Rare,Majespecter Unicorn - Kirin,Monster,WIND,Spellcaster / Pendulum / Effect,6,2000,2000
3072,JOTL-EN025 C.png,Judgment of the Light,JOTL-EN025,Common,Mecha Phantom Beast Harrliard,Monster,WIND,Machine / Effect,4,1800,800
3073,DUEA-EN033 C.png,Duelist Alliance,DUEA-EN033,Common,Artifact Chakram,Monster,LIGHT,Fairy / Effect,5,1900,2000
3074,CDIP-EN015 C.png,Cyberdark Impact,CDIP-EN015,Common,Snipe Hunter,Monster,DARK,Fiend / Effect,4,1500,600
3075,DAMA-EN030 C.png,Dawn of Majesty,DAMA-EN030,Common,Saambell the Star Bonder,Monster,WIND,Spellcaster / Pendulum / Effect,3,1400,1300
3076,TLM-EN020 SR.png,The Lost Millennium,TLM-EN020,Super Rare,Master Monk,Monster,EARTH,Rock / Effect,5,1900,1000
3077,POTD-EN022 C.png,Power of the Duelist,POTD-EN022,Common,Babycerasaurus,Monster,EARTH,Dinosaur / Effect,2,500,500
3078,TDGS-EN011 C.png,The Duelist Genesis,TDGS-EN011,Common,Twin-Shield Defender,Monster,EARTH,Warrior / Effect,4,700,1600
3079,FOTB-EN019 R.png,Force of the Breaker,FOTB-EN019,Rare,Archfiend General,Monster,DARK,Fiend / Effect,4,2100,800
3080,RGBT-EN025 R.png,Raging Battle,RGBT-EN025,Rare,Koa'ki Meiru Ice,Monster,WATER,Aqua / Effect,4,1900,1200
3081,RATE-EN083 SR.png,Raging Tempest,RATE-EN083,Super Rare,Subterror Behemoth Dragossuary,Monster,EARTH,Zombie / Flip / Effect,6,2400,1600
3082,PHRA-EN007 SR.png,Phantom Rage,PHRA-EN007,Super Rare,Tri-Brigade Kerass,Monster,EARTH,Beast / Effect,2,1200,1500
3083,ETCO-EN030 C.png,Eternity Code,ETCO-EN030,Common,King Beast Barbaros,Monster,EARTH,Beast-Warrior / Effect,8,3000,1200
3084,TDGS-EN028 C.png,The Duelist Genesis,TDGS-EN028,Common,Oyster Meister,Monster,WATER,Fish / Effect,3,1600,200
3085,CROS-EN034 C.png,Crossed Souls,CROS-EN034,Common,Magma Dragon,Monster,FIRE,Wyrm / Effect,4,1600,1200
3086,PSV-082 C.png,Pharaoh's Servant,PSV-082,Common,Invitation to a Dark Sleep,Monster,DARK,Spellcaster / Effect,5,1500,1800
3087,SAST-EN089 SR.png,Savage Strike,SAST-EN089,Super Rare,Valkyrie Vierte,Monster,LIGHT,Fairy / Effect,3,1400,1400
3088,AST-083 C.png,Ancient Sanctuary,AST-083,Common,Emissary of the Oasis,Monster,LIGHT,Spellcaster / Effect,3,600,400
3089,STBL-EN043 UR.png,Starstrike Blast,STBL-EN043,Ultra Rare,"Karakuri Shogun mdl 00 ""Burei""",Monster,EARTH,Machine / Synchro / Effect,7,2600,1900
3090,BOSH-EN082 UR.png,Breakers of Shadow,BOSH-EN082,Ultra Rare,Kozmo Tincan,Monster,LIGHT,Psychic / Effect,1,0,0
3091,NECH-EN083 R.png,The New Challengers,NECH-EN083,Rare,"Alich, Malebranche of the Burning Abyss",Monster,DARK,Fiend / Effect,3,1200,0
3092,RDS-EN026 C.png,Rise of Destiny,RDS-EN026,Common,Pitch-Black Warwolf,Monster,DARK,Beast-Warrior / Effect,4,1600,600
3093,MFC-006 SR.png,Magician's Force,MFC-006,Super Rare,Z-Metal Tank,Monster,LIGHT,Machine / Union / Effect,4,1500,1300
3094,REDU-EN026 UR.png,Return of the Duelist,REDU-EN026,Ultra Rare,Madolche Puddingcess,Monster,EARTH,Fairy / Effect,5,1000,1000
3095,SECE-EN093 C.png,Secrets of Eternity,SECE-EN093,Common,Toy Knight,Monster,EARTH,Machine / Effect,4,200,1200
3096,ORCS-EN004 R.png,Order of Chaos,ORCS-EN004,Rare,Gogogo Giant,Monster,EARTH,Rock / Effect,4,2000,0
3097,EXFO-EN034 C.png,Extreme Force,EXFO-EN034,Common,Wattkinetic Puppeteer,Monster,LIGHT,Psychic / Effect,4,1800,0
3098,GENF-EN093 UR.png,Generation Force,GENF-EN093,Ultra Rare,Elemental HERO Nova Master,Monster,FIRE,Warrior / Fusion / Effect,8,2600,2100
3099,SHSP-EN037 C.png,Shadow Specters,SHSP-EN037,Common,Skelesaurus,Monster,DARK,Zombie / Gemini / Effect,4,1700,1400
3100,PHRA-EN084 UR.png,Phantom Rage,PHRA-EN084,Ultra Rare,Myutant M-05,Monster,WATER,Psychic / Effect,2,0,500
3101,GFP2-EN106 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN106,Ultra Rare,Raiza the Mega Monarch,Monster,WIND,Winged Beast / Effect,8,2800,1000
3102,SOVR-EN038 R.png,Stardust Overdrive,SOVR-EN038,Rare,Djinn Presider of Rituals,Monster,DARK,Fiend / Effect,4,1800,1400
3103,AST-057 SSP.png,Ancient Sanctuary,AST-057,Super Short Print,Mokey Mokey,Monster,LIGHT,Fairy / Normal,1,300,100
3104,LOD-025 R.png,Legacy of Darkness,LOD-025,Rare,Shadow Tamer,Monster,EARTH,Warrior / Effect,3,800,700
3105,RATE-EN005 C.png,Raging Tempest,RATE-EN005,Common,Speedroid Gum Prize,Monster,WIND,Machine / Tuner / Effect,1,0,800
3106,PSV-059 C.png,Pharaoh's Servant,PSV-059,Common,Oni Tank T-34,Monster,EARTH,Machine,4,1400,1700
3107,BOSH-EN053 C.png,Breakers of Shadow,BOSH-EN053,Common,Shiranui Samuraisaga,Monster,FIRE,Zombie / Synchro / Effect,6,2500,0
3108,CRMS-EN032 SR.png,Crimson Crisis,CRMS-EN032,Super Rare,Scanner,Monster,LIGHT,Machine / Effect,1,0,0
